concurso,data,numeros,numeros_str,arrecadacao,ganhadores_20,ganhadores_19,ganhadores_18,ganhadores_17,ganhadores_16,ganhadores_0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20
82,2000-07-05,"[2, 4, 7, 14, 19, 23, 26, 33, 34, 36, 39, 43, 45, 53, 61, 65, 79, 84, 86, 93]",02-04-07-14-19-23-26-33-34-36-39-43-45-53-61-65-79-84-86-93,11600159,1,46,146,1085,11719,8,2,4,7,14,19,23,26,33,34,36,39,43,45,53,61,65,79,84,86,93
83,2000-07-07,"[9, 10, 14, 16, 26, 30, 32, 36, 38, 43, 48, 49, 60, 61, 64, 69, 76, 88, 90, 96]",09-10-14-16-26-30-32-36-38-43-48-49-60-61-64-69-76-88-90-96,11059333,2,47,277,760,10465,5,9,10,14,16,26,30,32,36,38,43,48,49,60,61,64,69,76,88,90,96
84,2000-07-09,"[6, 8, 13, 16, 20, 36, 40, 44, 45, 46, 57, 58, 63, 69, 72, 73, 81, 83, 85, 94]",06-08-13-16-20-36-40-44-45-46-57-58-63-69-72-73-81-83-85-94,10403622,2,42,167,564,5679,5,6,8,13,16,20,36,40,44,45,46,57,58,63,69,72,73,81,83,85,94
85,2000-07-12,"[3, 7, 16, 25, 29, 31, 32, 34, 45, 47, 53, 57, 62, 66, 71, 78, 82, 88, 94, 97]",03-07-16-25-29-31-32-34-45-47-53-57-62-66-71-78-82-88-94-97,5415174,1,45,261,1882,13459,9,3,7,16,25,29,31,32,34,45,47,53,57,62,66,71,78,82,88,94,97
86,2000-07-14,"[0, 6, 10, 11, 16, 26, 28, 31, 35, 41, 49, 51, 55, 56, 68, 70, 81, 85, 90, 92]",00-06-10-11-16-26-28-31-35-41-49-51-55-56-68-70-81-85-90-92,17148848,3,26,62,1691,11294,2,0,6,10,11,16,26,28,31,35,41,49,51,55,56,68,70,81,85,90,92
87,2000-07-16,"[4, 6, 9, 10, 11, 15, 30, 32, 35, 45, 51, 52, 57, 66, 68, 69, 77, 90, 91, 95]",04-06-09-10-11-15-30-32-35-45-51-52-57-66-68-69-77-90-91-95,7182453,0,9,291,648,7419,5,4,6,9,10,11,15,30,32,35,45,51,52,57,66,68,69,77,90,91,95
88,2000-07-19,"[2, 15, 22, 26, 27, 31, 35, 38, 39, 40, 45, 50, 57, 65, 71, 72, 74, 75, 88, 93]",02-15-22-26-27-31-35-38-39-40-45-50-57-65-71-72-74-75-88-93,17211280,3,25,120,806,8415,5,2,15,22,26,27,31,35,38,39,40,45,50,57,65,71,72,74,75,88,93
89,2000-07-21,"[5, 15, 16, 19, 25, 36, 38, 42, 50, 51, 54, 55, 56, 57, 58, 61, 64, 82, 86, 95]",05-15-16-19-25-36-38-42-50-51-54-55-56-57-58-61-64-82-86-95,15742577,1,41,256,914,12011,7,5,15,16,19,25,36,38,42,50,51,54,55,56,57,58,61,64,82,86,95
90,2000-07-23,"[5, 6, 28, 31, 34, 39, 40, 44, 50, 51, 53, 64, 68, 70, 77, 79, 80, 87, 88, 91]",05-06-28-31-34-39-40-44-50-51-53-64-68-70-77-79-80-87-88-91,19465570,2,10,130,1589,13029,7,5,6,28,31,34,39,40,44,50,51,53,64,68,70,77,79,80,87,88,91
91,2000-07-25,"[5, 11, 13, 15, 21, 25, 29, 34, 38, 40, 46, 52, 59, 64, 66, 68, 71, 72, 79, 96]",05-11-13-15-21-25-29-34-38-40-46-52-59-64-66-68-71-72-79-96,9888509,0,44,54,1083,12863,7,5,11,13,15,21,25,29,34,38,40,46,52,59,64,66,68,71,72,79,96
92,2000-07-28,"[2, 4, 5, 6, 8, 11, 35, 42, 50, 54, 57, 65, 68, 79, 81, 83, 84, 86, 87, 90]",02-04-05-06-08-11-35-42-50-54-57-65-68-79-81-83-84-86-87-90,7616606,1,35,107,1176,14038,4,2,4,5,6,8,11,35,42,50,54,57,65,68,79,81,83,84,86,87,90
93,2000-07-30,"[1, 2, 4, 10, 13, 15, 16, 18, 19, 24, 32, 64, 70, 77, 78, 86, 88, 94, 96, 98]",01-02-04-10-13-15-16-18-19-24-32-64-70-77-78-86-88-94-96-98,19849979,0,50,141,707,7864,9,1,2,4,10,13,15,16,18,19,24,32,64,70,77,78,86,88,94,96,98
94,2000-08-01,"[5, 10, 16, 29, 33, 36, 38, 39, 40, 45, 55, 58, 60, 67, 73, 75, 80, 86, 94, 98]",05-10-16-29-33-36-38-39-40-45-55-58-60-67-73-75-80-86-94-98,13780374,2,34,131,597,9894,2,5,10,16,29,33,36,38,39,40,45,55,58,60,67,73,75,80,86,94,98
95,2000-08-04,"[1, 12, 15, 22, 38, 40, 44, 48, 51, 52, 55, 56, 58, 62, 69, 75, 76, 78, 82, 83]",01-12-15-22-38-40-44-48-51-52-55-56-58-62-69-75-76-78-82-83,7525395,0,34,278,1100,8158,5,1,12,15,22,38,40,44,48,51,52,55,56,58,62,69,75,76,78,82,83
96,2000-08-06,"[1, 6, 7, 15, 16, 24, 26, 27, 33, 34, 39, 50, 58, 61, 71, 73, 75, 76, 78, 93]",01-06-07-15-16-24-26-27-33-34-39-50-58-61-71-73-75-76-78-93,8654035,0,46,152,1603,11664,7,1,6,7,15,16,24,26,27,33,34,39,50,58,61,71,73,75,76,78,93
97,2000-08-08,"[4, 9, 15, 16, 19, 28, 41, 43, 50, 52, 54, 55, 64, 66, 69, 72, 76, 78, 80, 95]",04-09-15-16-19-28-41-43-50-52-54-55-64-66-69-72-76-78-80-95,16062586,1,35,181,1829,13188,6,4,9,15,16,19,28,41,43,50,52,54,55,64,66,69,72,76,78,80,95
98,2000-08-11,"[0, 7, 9, 10, 21, 25, 28, 43, 45, 50, 56, 66, 67, 70, 80, 84, 85, 88, 95, 99]",00-07-09-10-21-25-28-43-45-50-56-66-67-70-80-84-85-88-95-99,19917969,0,33,257,685,5743,5,0,7,9,10,21,25,28,43,45,50,56,66,67,70,80,84,85,88,95,99
99,2000-08-13,"[1, 2, 6, 8, 11, 13, 17, 30, 32, 39, 41, 43, 52, 59, 61, 73, 75, 85, 90, 97]",01-02-06-08-11-13-17-30-32-39-41-43-52-59-61-73-75-85-90-97,15830812,3,25,111,621,11056,9,1,2,6,8,11,13,17,30,32,39,41,43,52,59,61,73,75,85,90,97
100,2000-08-15,"[1, 17, 22, 23, 28, 32, 35, 39, 40, 44, 45, 50, 54, 58, 61, 68, 72, 75, 81, 88]",01-17-22-23-28-32-35-39-40-44-45-50-54-58-61-68-72-75-81-88,12812814,3,31,215,1041,9124,8,1,17,22,23,28,32,35,39,40,44,45,50,54,58,61,68,72,75,81,88
101,2000-08-17,"[5, 14, 21, 27, 41, 48, 50, 51, 56, 57, 58, 65, 67, 71, 74, 83, 87, 90, 95, 96]",05-14-21-27-41-48-50-51-56-57-58-65-67-71-74-83-87-90-95-96,7297476,3,20,210,1639,11005,4,5,14,21,27,41,48,50,51,56,57,58,65,67,71,74,83,87,90,95,96
102,2000-08-20,"[3, 8, 13, 16, 19, 20, 22, 27, 30, 39, 46, 47, 50, 60, 63, 72, 79, 80, 90, 95]",03-08-13-16-19-20-22-27-30-39-46-47-50-60-63-72-79-80-90-95,11983332,2,14,56,928,5371,6,3,8,13,16,19,20,22,27,30,39,46,47,50,60,63,72,79,80,90,95
103,2000-08-22,"[2, 5, 23, 24, 27, 31, 35, 36, 38, 42, 44, 51, 55, 63, 65, 67, 69, 89, 90, 93]",02-05-23-24-27-31-35-36-38-42-44-51-55-63-65-67-69-89-90-93,12594769,1,34,66,1617,10699,9,2,5,23,24,27,31,35,36,38,42,44,51,55,63,65,67,69,89,90,93
104,2000-08-24,"[19, 22, 26, 28, 49, 64, 66, 67, 68, 71, 76, 77, 82, 84, 88, 89, 91, 92, 95, 96]",19-22-26-28-49-64-66-67-68-71-76-77-82-84-88-89-91-92-95-96,18057958,0,19,159,638,14610,6,19,22,26,28,49,64,66,67,68,71,76,77,82,84,88,89,91,92,95,96
105,2000-08-27,"[11, 12, 14, 17, 20, 23, 28, 35, 39, 50, 51, 61, 65, 67, 68, 71, 80, 92, 94, 99]",11-12-14-17-20-23-28-35-39-50-51-61-65-67-68-71-80-92-94-99,5484842,2,30,140,794,9150,5,11,12,14,17,20,23,28,35,39,50,51,61,65,67,68,71,80,92,94,99
106,2000-08-29,"[4, 5, 6, 30, 36, 39, 43, 47, 50, 54, 62, 64, 67, 75, 77, 82, 88, 92, 96, 97]",04-05-06-30-36-39-43-47-50-54-62-64-67-75-77-82-88-92-96-97,9468275,0,9,111,790,6086,10,4,5,6,30,36,39,43,47,50,54,62,64,67,75,77,82,88,92,96,97
107,2000-08-31,"[4, 5, 6, 12, 13, 16, 23, 30, 35, 36, 38, 39, 42, 46, 52, 56, 60, 65, 84, 93]",04-05-06-12-13-16-23-30-35-36-38-39-42-46-52-56-60-65-84-93,13508058,2,40,76,1678,11975,3,4,5,6,12,13,16,23,30,35,36,38,39,42,46,52,56,60,65,84,93
108,2000-09-03,"[3, 10, 18, 20, 30, 31, 33, 37, 38, 42, 45, 57, 69, 74, 76, 80, 85, 90, 93, 98]",03-10-18-20-30-31-33-37-38-42-45-57-69-74-76-80-85-90-93-98,9469546,0,22,229,1130,14267,9,3,10,18,20,30,31,33,37,38,42,45,57,69,74,76,80,85,90,93,98
109,2000-09-05,"[7, 9, 16, 21, 30, 39, 40, 41, 43, 53, 56, 59, 61, 62, 78, 79, 83, 86, 95, 99]",07-09-16-21-30-39-40-41-43-53-56-59-61-62-78-79-83-86-95-99,8225113,3,49,285,1525,11192,9,7,9,16,21,30,39,40,41,43,53,56,59,61,62,78,79,83,86,95,99
110,2000-09-07,"[10, 29, 30, 32, 33, 37, 44, 50, 51, 57, 59, 60, 61, 73, 76, 84, 87, 88, 93, 99]",10-29-30-32-33-37-44-50-51-57-59-60-61-73-76-84-87-88-93-99,17712918,1,13,235,1486,14395,6,10,29,30,32,33,37,44,50,51,57,59,60,61,73,76,84,87,88,93,99
111,2000-09-09,"[9, 11, 16, 26, 27, 28, 48, 50, 51, 53, 54, 66, 67, 70, 72, 75, 79, 83, 86, 96]",09-11-16-26-27-28-48-50-51-53-54-66-67-70-72-75-79-83-86-96,9964545,3,43,224,972,5021,10,9,11,16,26,27,28,48,50,51,53,54,66,67,70,72,75,79,83,86,96
112,2000-09-12,"[5, 8, 10, 15, 16, 17, 30, 33, 42, 59, 63, 65, 67, 71, 81, 86, 88, 89, 90, 95]",05-08-10-15-16-17-30-33-42-59-63-65-67-71-81-86-88-89-90-95,16834972,3,17,286,1571,8166,8,5,8,10,15,16,17,30,33,42,59,63,65,67,71,81,86,88,89,90,95
113,2000-09-14,"[0, 1, 9, 11, 21, 22, 23, 28, 32, 34, 35, 38, 48, 49, 55, 78, 82, 83, 86, 98]",00-01-09-11-21-22-23-28-32-34-35-38-48-49-55-78-82-83-86-98,11833404,0,18,246,1235,13502,7,0,1,9,11,21,22,23,28,32,34,35,38,48,49,55,78,82,83,86,98
114,2000-09-16,"[8, 11, 15, 18, 20, 22, 24, 28, 31, 41, 47, 48, 52, 55, 59, 64, 74, 88, 95, 98]",08-11-15-18-20-22-24-28-31-41-47-48-52-55-59-64-74-88-95-98,8587562,0,50,71,1242,12148,8,8,11,15,18,20,22,24,28,31,41,47,48,52,55,59,64,74,88,95,98
115,2000-09-19,"[9, 16, 23, 27, 31, 37, 50, 60, 61, 63, 65, 67, 69, 73, 81, 86, 88, 89, 90, 92]",09-16-23-27-31-37-50-60-61-63-65-67-69-73-81-86-88-89-90-92,14459696,3,6,242,1099,10403,7,9,16,23,27,31,37,50,60,61,63,65,67,69,73,81,86,88,89,90,92
116,2000-09-21,"[0, 4, 12, 16, 22, 32, 33, 45, 46, 48, 50, 56, 66, 71, 84, 87, 90, 93, 94, 99]",00-04-12-16-22-32-33-45-46-48-50-56-66-71-84-87-90-93-94-99,19718246,1,19,70,1007,12522,8,0,4,12,16,22,32,33,45,46,48,50,56,66,71,84,87,90,93,94,99
117,2000-09-23,"[1, 2, 8, 9, 10, 15, 20, 34, 35, 39, 45, 48, 64, 81, 82, 91, 95, 96, 97, 98]",01-02-08-09-10-15-20-34-35-39-45-48-64-81-82-91-95-96-97-98,15533179,0,24,161,1703,14908,2,1,2,8,9,10,15,20,34,35,39,45,48,64,81,82,91,95,96,97,98
118,2000-09-26,"[2, 7, 11, 14, 18, 32, 38, 39, 44, 53, 54, 60, 73, 77, 78, 82, 83, 85, 86, 95]",02-07-11-14-18-32-38-39-44-53-54-60-73-77-78-82-83-85-86-95,9319504,0,50,228,1414,6039,3,2,7,11,14,18,32,38,39,44,53,54,60,73,77,78,82,83,85,86,95
119,2000-09-28,"[10, 19, 22, 23, 32, 35, 36, 39, 43, 48, 64, 71, 73, 77, 81, 85, 86, 88, 91, 93]",10-19-22-23-32-35-36-39-43-48-64-71-73-77-81-85-86-88-91-93,17811533,0,43,186,1388,13420,7,10,19,22,23,32,35,36,39,43,48,64,71,73,77,81,85,86,88,91,93
120,2000-09-30,"[0, 15, 19, 23, 29, 30, 34, 36, 43, 47, 51, 56, 72, 76, 77, 81, 86, 91, 92, 98]",00-15-19-23-29-30-34-36-43-47-51-56-72-76-77-81-86-91-92-98,19285448,2,10,284,789,10129,7,0,15,19,23,29,30,34,36,43,47,51,56,72,76,77,81,86,91,92,98
121,2000-10-03,"[3, 5, 6, 8, 12, 15, 36, 39, 41, 49, 57, 59, 62, 63, 69, 82, 83, 87, 91, 94]",03-05-06-08-12-15-36-39-41-49-57-59-62-63-69-82-83-87-91-94,11174774,3,28,111,1452,7266,2,3,5,6,8,12,15,36,39,41,49,57,59,62,63,69,82,83,87,91,94
122,2000-10-05,"[2, 7, 14, 16, 25, 33, 37, 40, 42, 50, 52, 54, 57, 70, 72, 73, 79, 80, 87, 89]",02-07-14-16-25-33-37-40-42-50-52-54-57-70-72-73-79-80-87-89,19469631,2,38,261,1757,5389,4,2,7,14,16,25,33,37,40,42,50,52,54,57,70,72,73,79,80,87,89
123,2000-10-07,"[5, 9, 11, 17, 21, 30, 32, 35, 37, 49, 50, 55, 57, 65, 66, 67, 72, 81, 86, 99]",05-09-11-17-21-30-32-35-37-49-50-55-57-65-66-67-72-81-86-99,7253355,1,48,160,743,14618,3,5,9,11,17,21,30,32,35,37,49,50,55,57,65,66,67,72,81,86,99
124,2000-10-09,"[0, 14, 17, 23, 26, 29, 31, 38, 46, 49, 58, 76, 77, 80, 81, 84, 86, 90, 95, 99]",00-14-17-23-26-29-31-38-46-49-58-76-77-80-81-84-86-90-95-99,8222378,0,9,237,1588,7575,7,0,14,17,23,26,29,31,38,46,49,58,76,77,80,81,84,86,90,95,99
125,2000-10-12,"[2, 7, 11, 13, 15, 22, 31, 40, 42, 47, 60, 63, 69, 73, 79, 82, 85, 87, 91, 95]",02-07-11-13-15-22-31-40-42-47-60-63-69-73-79-82-85-87-91-95,10411758,3,14,143,1359,13949,9,2,7,11,13,15,22,31,40,42,47,60,63,69,73,79,82,85,87,91,95
126,2000-10-14,"[10, 16, 17, 21, 34, 36, 47, 50, 51, 58, 59, 62, 64, 66, 77, 79, 85, 91, 98, 99]",10-16-17-21-34-36-47-50-51-58-59-62-64-66-77-79-85-91-98-99,5361959,2,25,246,1019,10912,8,10,16,17,21,34,36,47,50,51,58,59,62,64,66,77,79,85,91,98,99
127,2000-10-16,"[2, 3, 4, 12, 16, 19, 20, 39, 42, 43, 51, 54, 55, 56, 75, 82, 87, 88, 89, 90]",02-03-04-12-16-19-20-39-42-43-51-54-55-56-75-82-87-88-89-90,19285407,1,32,134,1404,9291,9,2,3,4,12,16,19,20,39,42,43,51,54,55,56,75,82,87,88,89,90
128,2000-10-19,"[11, 12, 19, 27, 28, 29, 32, 34, 39, 44, 52, 57, 59, 74, 76, 80, 92, 95, 96, 98]",11-12-19-27-28-29-32-34-39-44-52-57-59-74-76-80-92-95-96-98,11505928,0,9,197,1397,6142,5,11,12,19,27,28,29,32,34,39,44,52,57,59,74,76,80,92,95,96,98
129,2000-10-21,"[13, 14, 23, 30, 33, 37, 38, 39, 41, 50, 53, 57, 68, 71, 72, 73, 80, 81, 84, 98]",13-14-23-30-33-37-38-39-41-50-53-57-68-71-72-73-80-81-84-98,6176672,3,25,176,691,13232,3,13,14,23,30,33,37,38,39,41,50,53,57,68,71,72,73,80,81,84,98
130,2000-10-23,"[1, 9, 10, 12, 18, 23, 27, 30, 34, 35, 42, 44, 47, 52, 56, 59, 70, 73, 93, 95]",01-09-10-12-18-23-27-30-34-35-42-44-47-52-56-59-70-73-93-95,8479886,2,28,216,759,5581,2,1,9,10,12,18,23,27,30,34,35,42,44,47,52,56,59,70,73,93,95
131,2000-10-26,"[0, 11, 12, 16, 22, 23, 27, 37, 39, 41, 43, 51, 65, 68, 69, 75, 80, 90, 94, 96]",00-11-12-16-22-23-27-37-39-41-43-51-65-68-69-75-80-90-94-96,19057653,3,48,145,1499,14344,6,0,11,12,16,22,23,27,37,39,41,43,51,65,68,69,75,80,90,94,96
132,2000-10-28,"[2, 4, 5, 12, 17, 20, 27, 28, 33, 34, 39, 46, 52, 54, 61, 68, 80, 83, 89, 98]",02-04-05-12-17-20-27-28-33-34-39-46-52-54-61-68-80-83-89-98,11455167,3,34,235,835,14007,3,2,4,5,12,17,20,27,28,33,34,39,46,52,54,61,68,80,83,89,98
133,2000-10-30,"[2, 7, 8, 15, 16, 18, 22, 23, 27, 30, 31, 42, 60, 74, 75, 78, 80, 81, 91, 92]",02-07-08-15-16-18-22-23-27-30-31-42-60-74-75-78-80-81-91-92,18046953,2,24,157,1568,11996,8,2,7,8,15,16,18,22,23,27,30,31,42,60,74,75,78,80,81,91,92
134,2000-11-01,"[7, 22, 23, 24, 30, 31, 32, 37, 44, 52, 55, 56, 59, 62, 68, 71, 72, 84, 86, 89]",07-22-23-24-30-31-32-37-44-52-55-56-59-62-68-71-72-84-86-89,7382636,3,31,232,1481,6744,8,7,22,23,24,30,31,32,37,44,52,55,56,59,62,68,71,72,84,86,89
135,2000-11-04,"[0, 2, 6, 9, 10, 15, 23, 28, 31, 37, 42, 56, 61, 66, 68, 86, 87, 88, 91, 99]",00-02-06-09-10-15-23-28-31-37-42-56-61-66-68-86-87-88-91-99,16678731,2,31,91,980,11223,10,0,2,6,9,10,15,23,28,31,37,42,56,61,66,68,86,87,88,91,99
136,2000-11-06,"[7, 9, 11, 16, 19, 21, 23, 34, 41, 53, 58, 64, 66, 67, 71, 80, 85, 87, 89, 99]",07-09-11-16-19-21-23-34-41-53-58-64-66-67-71-80-85-87-89-99,18826872,1,41,237,1545,9545,7,7,9,11,16,19,21,23,34,41,53,58,64,66,67,71,80,85,87,89,99
137,2000-11-08,"[0, 6, 13, 15, 21, 29, 43, 44, 46, 48, 53, 54, 57, 63, 69, 70, 78, 84, 86, 98]",00-06-13-15-21-29-43-44-46-48-53-54-57-63-69-70-78-84-86-98,8182816,3,38,78,1610,5347,6,0,6,13,15,21,29,43,44,46,48,53,54,57,63,69,70,78,84,86,98
138,2000-11-11,"[0, 1, 8, 13, 16, 24, 31, 42, 48, 58, 61, 62, 63, 73, 78, 79, 80, 81, 87, 97]",00-01-08-13-16-24-31-42-48-58-61-62-63-73-78-79-80-81-87-97,18589344,1,29,188,912,8060,5,0,1,8,13,16,24,31,42,48,58,61,62,63,73,78,79,80,81,87,97
139,2000-11-13,"[0, 4, 9, 16, 23, 24, 32, 33, 34, 36, 38, 50, 53, 63, 67, 73, 82, 85, 96, 98]",00-04-09-16-23-24-32-33-34-36-38-50-53-63-67-73-82-85-96-98,7556894,0,36,187,1360,10178,2,0,4,9,16,23,24,32,33,34,36,38,50,53,63,67,73,82,85,96,98
140,2000-11-15,"[2, 3, 4, 7, 12, 13, 18, 48, 49, 55, 56, 65, 69, 71, 73, 84, 85, 93, 96, 97]",02-03-04-07-12-13-18-48-49-55-56-65-69-71-73-84-85-93-96-97,7451017,2,43,133,1477,10704,6,2,3,4,7,12,13,18,48,49,55,56,65,69,71,73,84,85,93,96,97
141,2000-11-18,"[2, 18, 22, 25, 28, 29, 30, 40, 45, 62, 66, 68, 69, 74, 76, 79, 85, 92, 95, 96]",02-18-22-25-28-29-30-40-45-62-66-68-69-74-76-79-85-92-95-96,6901552,2,22,209,691,5401,2,2,18,22,25,28,29,30,40,45,62,66,68,69,74,76,79,85,92,95,96
142,2000-11-20,"[2, 5, 6, 8, 10, 15, 21, 22, 34, 37, 42, 56, 59, 60, 66, 70, 82, 88, 89, 91]",02-05-06-08-10-15-21-22-34-37-42-56-59-60-66-70-82-88-89-91,11841605,1,46,157,966,6773,2,2,5,6,8,10,15,21,22,34,37,42,56,59,60,66,70,82,88,89,91
143,2000-11-22,"[2, 5, 6, 18, 29, 30, 32, 48, 53, 57, 63, 65, 67, 69, 70, 73, 78, 79, 83, 84]",02-05-06-18-29-30-32-48-53-57-63-65-67-69-70-73-78-79-83-84,15867084,1,36,75,1055,5376,7,2,5,6,18,29,30,32,48,53,57,63,65,67,69,70,73,78,79,83,84
144,2000-11-24,"[4, 5, 6, 19, 21, 26, 27, 29, 30, 37, 46, 50, 53, 73, 74, 87, 88, 89, 91, 96]",04-05-06-19-21-26-27-29-30-37-46-50-53-73-74-87-88-89-91-96,17319637,1,43,261,1857,13365,2,4,5,6,19,21,26,27,29,30,37,46,50,53,73,74,87,88,89,91,96
145,2000-11-27,"[2, 11, 12, 14, 16, 18, 20, 32, 37, 41, 42, 46, 61, 63, 64, 70, 71, 79, 90, 92]",02-11-12-14-16-18-20-32-37-41-42-46-61-63-64-70-71-79-90-92,16327524,0,46,240,1648,9284,3,2,11,12,14,16,18,20,32,37,41,42,46,61,63,64,70,71,79,90,92
146,2000-11-29,"[9, 12, 17, 27, 29, 31, 33, 37, 47, 56, 59, 66, 67, 72, 73, 80, 83, 91, 92, 94]",09-12-17-27-29-31-33-37-47-56-59-66-67-72-73-80-83-91-92-94,7236994,3,27,152,1822,7578,8,9,12,17,27,29,31,33,37,47,56,59,66,67,72,73,80,83,91,92,94
147,2000-12-01,"[3, 5, 8, 10, 11, 12, 15, 19, 25, 33, 36, 44, 55, 68, 73, 74, 76, 79, 80, 89]",03-05-08-10-11-12-15-19-25-33-36-44-55-68-73-74-76-79-80-89,17257218,0,49,67,1342,13093,6,3,5,8,10,11,12,15,19,25,33,36,44,55,68,73,74,76,79,80,89
148,2000-12-04,"[1, 8, 9, 14, 21, 27, 28, 29, 39, 42, 56, 61, 67, 69, 78, 88, 89, 90, 96, 98]",01-08-09-14-21-27-28-29-39-42-56-61-67-69-78-88-89-90-96-98,6048183,3,18,274,1602,6357,5,1,8,9,14,21,27,28,29,39,42,56,61,67,69,78,88,89,90,96,98
149,2000-12-06,"[4, 19, 28, 29, 33, 37, 40, 42, 47, 55, 58, 66, 68, 69, 72, 73, 76, 82, 89, 99]",04-19-28-29-33-37-40-42-47-55-58-66-68-69-72-73-76-82-89-99,8698782,3,16,55,1133,8677,8,4,19,28,29,33,37,40,42,47,55,58,66,68,69,72,73,76,82,89,99
150,2000-12-08,"[1, 5, 9, 12, 14, 15, 19, 22, 26, 27, 29, 35, 40, 45, 78, 79, 81, 85, 93, 96]",01-05-09-12-14-15-19-22-26-27-29-35-40-45-78-79-81-85-93-96,15561805,1,35,127,1175,14134,5,1,5,9,12,14,15,19,22,26,27,29,35,40,45,78,79,81,85,93,96
151,2000-12-11,"[4, 14, 17, 25, 37, 41, 42, 43, 48, 51, 57, 70, 71, 72, 73, 78, 79, 80, 92, 93]",04-14-17-25-37-41-42-43-48-51-57-70-71-72-73-78-79-80-92-93,8553421,2,15,129,988,5266,3,4,14,17,25,37,41,42,43,48,51,57,70,71,72,73,78,79,80,92,93
152,2000-12-13,"[4, 8, 29, 34, 44, 49, 50, 54, 65, 69, 74, 76, 78, 80, 83, 86, 87, 90, 96, 97]",04-08-29-34-44-49-50-54-65-69-74-76-78-80-83-86-87-90-96-97,15951016,3,39,101,1965,14021,10,4,8,29,34,44,49,50,54,65,69,74,76,78,80,83,86,87,90,96,97
153,2000-12-15,"[5, 13, 20, 25, 28, 31, 32, 36, 37, 38, 39, 40, 42, 45, 47, 61, 63, 93, 94, 97]",05-13-20-25-28-31-32-36-37-38-39-40-42-45-47-61-63-93-94-97,15124081,2,21,127,762,10700,8,5,13,20,25,28,31,32,36,37,38,39,40,42,45,47,61,63,93,94,97
154,2000-12-17,"[3, 8, 16, 22, 24, 26, 32, 37, 42, 48, 60, 65, 75, 80, 85, 86, 89, 92, 97, 99]",03-08-16-22-24-26-32-37-42-48-60-65-75-80-85-86-89-92-97-99,14685069,3,33,216,1389,10913,7,3,8,16,22,24,26,32,37,42,48,60,65,75,80,85,86,89,92,97,99
155,2000-12-20,"[7, 13, 20, 22, 38, 40, 44, 47, 55, 60, 61, 63, 64, 65, 67, 81, 82, 85, 94, 97]",07-13-20-22-38-40-44-47-55-60-61-63-64-65-67-81-82-85-94-97,9640164,1,11,192,1223,7982,8,7,13,20,22,38,40,44,47,55,60,61,63,64,65,67,81,82,85,94,97
156,2000-12-22,"[8, 12, 13, 15, 25, 28, 39, 41, 45, 46, 52, 57, 59, 68, 71, 83, 86, 88, 91, 98]",08-12-13-15-25-28-39-41-45-46-52-57-59-68-71-83-86-88-91-98,12397702,0,12,160,995,13060,2,8,12,13,15,25,28,39,41,45,46,52,57,59,68,71,83,86,88,91,98
157,2000-12-24,"[1, 2, 7, 10, 18, 21, 26, 33, 38, 42, 43, 46, 50, 59, 64, 66, 72, 77, 90, 99]",01-02-07-10-18-21-26-33-38-42-43-46-50-59-64-66-72-77-90-99,11967646,1,42,177,1859,12121,6,1,2,7,10,18,21,26,33,38,42,43,46,50,59,64,66,72,77,90,99
158,2000-12-27,"[1, 5, 19, 24, 25, 27, 35, 36, 45, 54, 58, 62, 78, 84, 85, 87, 88, 91, 97, 99]",01-05-19-24-25-27-35-36-45-54-58-62-78-84-85-87-88-91-97-99,5683753,0,25,87,1003,5818,5,1,5,19,24,25,27,35,36,45,54,58,62,78,84,85,87,88,91,97,99
159,2000-12-29,"[0, 2, 4, 6, 17, 24, 25, 35, 38, 43, 46, 55, 59, 71, 72, 83, 91, 95, 97, 99]",00-02-04-06-17-24-25-35-38-43-46-55-59-71-72-83-91-95-97-99,19939162,2,25,240,1453,10504,9,0,2,4,6,17,24,25,35,38,43,46,55,59,71,72,83,91,95,97,99
160,2000-12-31,"[9, 15, 17, 26, 32, 39, 44, 48, 50, 57, 61, 62, 65, 66, 69, 74, 76, 78, 83, 85]",09-15-17-26-32-39-44-48-50-57-61-62-65-66-69-74-76-78-83-85,16551513,1,7,54,608,5809,3,9,15,17,26,32,39,44,48,50,57,61,62,65,66,69,74,76,78,83,85
161,2001-01-03,"[0, 7, 10, 11, 14, 17, 23, 25, 28, 30, 34, 36, 43, 44, 49, 60, 65, 66, 77, 97]",00-07-10-11-14-17-23-25-28-30-34-36-43-44-49-60-65-66-77-97,13145753,1,24,149,1927,8544,10,0,7,10,11,14,17,23,25,28,30,34,36,43,44,49,60,65,66,77,97
162,2001-01-05,"[13, 15, 18, 28, 34, 38, 39, 40, 45, 50, 55, 56, 58, 74, 77, 82, 84, 86, 89, 94]",13-15-18-28-34-38-39-40-45-50-55-56-58-74-77-82-84-86-89-94,11848399,2,15,174,1741,11744,8,13,15,18,28,34,38,39,40,45,50,55,56,58,74,77,82,84,86,89,94
163,2001-01-07,"[6, 17, 21, 26, 27, 30, 34, 37, 42, 45, 51, 53, 68, 69, 71, 73, 78, 79, 80, 84]",06-17-21-26-27-30-34-37-42-45-51-53-68-69-71-73-78-79-80-84,19436172,3,37,251,526,13618,9,6,17,21,26,27,30,34,37,42,45,51,53,68,69,71,73,78,79,80,84
